year_month,district,side,tier,secondary_price_per_m2_try,secondary_price_per_m2_usd,new_construction_price_per_m2_try,rental_per_m2_monthly_try,n_listings_secondary,n_listings_new_construction,n_listings_rental,try_usd_rate,cbrt_repo_rate_pct,avg_mortgage_rate_pct,inflation_yoy_pct
2020-04,Kadıköy (genel),Asian,premium,5681,812,6112,23.9,107,36,86,7,8.25,13.25,11
2020-05,Kadıköy (genel),Asian,premium,5550,793,5997,23.3,44,76,85,7,8.25,13.25,11
2020-06,Kadıköy (genel),Asian,premium,5669,810,6117,23.8,87,71,80,7,8.25,13.25,11
2020-07,Kadıköy (genel),Asian,premium,5332,762,5590,22.4,101,54,28,7,8.25,13.25,14
2020-08,Kadıköy (genel),Asian,premium,5424,775,6100,22.8,84,38,37,7,8.25,13.25,14
2020-09,Kadıköy (genel),Asian,premium,5232,747,5721,22,127,30,36,7,8.25,13.25,14
2020-10,Kadıköy (genel),Asian,premium,7123,950,7887,29.9,148,15,34,7.5,10.25,15.25,14
2020-11,Kadıköy (genel),Asian,premium,7316,976,8160,30.7,66,67,28,7.5,10.25,15.25,14
2020-12,Kadıköy (genel),Asian,premium,6874,917,7380,28.9,18,58,93,7.5,10.25,15.25,14
2021-01,Kadıköy (genel),Asian,premium,10016,1335,11177,42.1,63,50,27,7.5,17,22,19.5
2021-02,Kadıköy (genel),Asian,premium,9632,1284,10418,40.5,52,78,26,7.5,17,22,19.5
2021-03,Kadıköy (genel),Asian,premium,9662,1288,11111,40.6,122,36,80,7.5,17,22,19.5
2021-04,Kadıköy (genel),Asian,premium,9826,1156,10815,41.3,146,72,80,8.5,19,24,19.5
2021-05,Kadıköy (genel),Asian,premium,10148,1194,10849,42.6,167,56,80,8.5,19,24,19.5
2021-06,Kadıköy (genel),Asian,premium,9914,1166,10499,41.6,124,29,95,8.5,19,24,19.5
2021-07,Kadıköy (genel),Asian,premium,13937,1640,15073,58.5,58,44,85,8.5,19,24,19.5
2021-08,Kadıköy (genel),Asian,premium,14996,1764,15773,63,154,49,67,8.5,19,24,19.5
2021-09,Kadıköy (genel),Asian,premium,14356,1689,15466,60.3,157,33,94,8.5,19,24,19.5
2021-10,Kadıköy (genel),Asian,premium,14356,1305,16237,60.3,78,66,70,11,14,19,54
2021-11,Kadıköy (genel),Asian,premium,14403,1309,15911,60.5,83,58,54,11,14,19,54
2021-12,Kadıköy (genel),Asian,premium,14533,1321,16381,61,81,57,80,11,14,19,54
2022-01,Kadıköy (genel),Asian,premium,29322,2022,32025,123.2,100,50,21,14.5,14,19,54
2022-02,Kadıköy (genel),Asian,premium,29173,2012,31558,122.5,91,61,105,14.5,14,19,54
2022-03,Kadıköy (genel),Asian,premium,29588,2041,30818,124.3,116,31,76,14.5,14,19,54
2022-04,Kadıköy (genel),Asian,premium,27976,1646,30608,117.5,145,63,69,17,14,19,80
2022-05,Kadıköy (genel),Asian,premium,27800,1635,30539,116.8,141,37,44,17,14,19,80
2022-06,Kadıköy (genel),Asian,premium,29237,1720,32280,122.8,140,42,27,17,14,19,80
2022-07,Kadıköy (genel),Asian,premium,45345,2667,49073,190.5,101,36,16,17,12,17,80
2022-08,Kadıköy (genel),Asian,premium,44844,2638,48672,188.3,46,10,82,17,12,17,80
2022-09,Kadıköy (genel),Asian,premium,42952,2527,45386,180.4,80,24,111,17,12,17,80
2022-10,Kadıköy (genel),Asian,premium,46819,2504,52937,196.6,107,47,68,18.7,9,14,64
2022-11,Kadıköy (genel),Asian,premium,44699,2390,47863,187.7,98,14,97,18.7,9,14,64
2022-12,Kadıköy (genel),Asian,premium,45358,2426,49770,190.5,77,24,65,18.7,9,14,64
2023-01,Kadıköy (genel),Asian,premium,60200,2867,64085,252.8,93,8,79,21,8.5,13.5,39
2023-02,Kadıköy (genel),Asian,premium,63400,3019,68372,266.3,129,61,66,21,8.5,13.5,39
2023-03,Kadıköy (genel),Asian,premium,63543,3026,68664,266.9,46,72,66,21,8.5,13.5,39
2023-04,Kadıköy (genel),Asian,premium,60696,2890,69117,254.9,98,51,90,21,8.5,13.5,39
2023-05,Kadıköy (genel),Asian,premium,64602,3076,71469,271.3,21,20,53,21,8.5,13.5,39
2023-06,Kadıköy (genel),Asian,premium,62886,2995,67022,264.1,133,30,49,21,8.5,13.5,39
2023-07,Kadıköy (genel),Asian,premium,74882,2826,83727,314.5,48,10,43,26.5,25,30,65
2023-08,Kadıköy (genel),Asian,premium,76013,2868,83962,319.3,25,27,102,26.5,25,30,65
2023-09,Kadıköy (genel),Asian,premium,80377,3033,86380,337.6,74,55,35,26.5,25,30,65
2023-10,Kadıköy (genel),Asian,premium,75042,2588,82906,315.2,113,5,25,29,42.5,47.5,65
2023-11,Kadıköy (genel),Asian,premium,72254,2492,79183,303.5,74,63,61,29,42.5,47.5,65
2023-12,Kadıköy (genel),Asian,premium,75947,2619,81713,319,25,45,112,29,42.5,47.5,65
2024-01,Kadıköy (genel),Asian,premium,88170,2755,97303,370.3,162,29,47,32,50,55,75
2024-02,Kadıköy (genel),Asian,premium,90736,2835,99236,381.1,87,60,100,32,50,55,75
2024-03,Kadıköy (genel),Asian,premium,92144,2879,100051,387,48,48,48,32,50,55,75
2024-04,Kadıköy (genel),Asian,premium,91651,2864,102772,384.9,156,39,43,32,50,55,75
2024-05,Kadıköy (genel),Asian,premium,89622,2801,102283,376.4,25,63,76,32,50,55,75
2024-06,Kadıköy (genel),Asian,premium,89223,2788,96184,374.7,118,23,87,32,50,55,75
2024-07,Kadıköy (genel),Asian,premium,96796,2847,103147,406.5,154,5,15,34,50,55,49
2024-08,Kadıköy (genel),Asian,premium,94793,2788,100509,398.1,50,36,13,34,50,55,49
2024-09,Kadıköy (genel),Asian,premium,93738,2757,103010,393.7,34,26,34,34,50,55,49
2024-10,Kadıköy (genel),Asian,premium,94015,2765,101000,394.9,49,36,37,34,50,55,49
2024-11,Kadıköy (genel),Asian,premium,93154,2740,103800,391.2,103,22,12,34,50,55,49
2024-12,Kadıköy (genel),Asian,premium,96255,2831,104579,404.3,92,12,95,34,50,55,49
2025-01,Kadıköy (genel),Asian,premium,102681,2852,112422,431.3,74,61,73,36,47.5,52.5,36
2025-02,Kadıköy (genel),Asian,premium,102968,2860,111024,432.5,155,50,32,36,47.5,52.5,36
2025-03,Kadıköy (genel),Asian,premium,97051,2696,109379,407.6,123,63,114,36,47.5,52.5,36
2025-04,Kadıköy (genel),Asian,premium,101715,2825,113779,427.2,41,34,82,36,47.5,52.5,36
2025-05,Kadıköy (genel),Asian,premium,102855,2857,116074,432,108,55,106,36,47.5,52.5,36
2025-06,Kadıköy (genel),Asian,premium,101405,2817,110188,425.9,61,57,71,36,47.5,52.5,36
2025-07,Kadıköy (genel),Asian,premium,106372,2914,115822,446.8,75,19,78,36.5,45,50,30
2025-08,Kadıköy (genel),Asian,premium,106095,2907,115428,445.6,91,45,86,36.5,45,50,30
2025-09,Kadıköy (genel),Asian,premium,107044,2933,115091,449.6,106,40,100,36.5,45,50,30
2025-10,Kadıköy (genel),Asian,premium,103644,2840,115002,435.3,174,23,63,36.5,45,50,30
2025-11,Kadıköy (genel),Asian,premium,109106,2989,121127,458.2,155,48,46,36.5,45,50,30
2025-12,Kadıköy (genel),Asian,premium,107924,2957,113554,453.3,81,62,101,36.5,45,50,30
2026-01,Kadıköy (genel),Asian,premium,110133,3017,128748,462.6,103,74,29,36.5,45,50,30
2026-02,Kadıköy (genel),Asian,premium,107116,2935,119389,449.9,159,26,68,36.5,45,50,30
2026-03,Kadıköy (genel),Asian,premium,103723,2842,117210,435.6,18,16,100,36.5,45,50,30
2026-04,Kadıköy (genel),Asian,premium,101370,2777,112838,425.8,95,5,92,36.5,45,50,30
2020-01,Üsküdar,Asian,premium,3776,609,4156,15.9,26,19,110,6.2,10.75,15.75,11
2020-02,Üsküdar,Asian,premium,3388,546,3776,14.2,66,9,69,6.2,10.75,15.75,11
2020-03,Üsküdar,Asian,premium,3551,573,3923,14.9,92,58,19,6.2,10.75,15.75,11
2020-04,Üsküdar,Asian,premium,4164,595,4410,17.5,17,66,96,7,8.25,13.25,11
2020-05,Üsküdar,Asian,premium,4149,593,4672,17.4,33,28,38,7,8.25,13.25,11
2020-06,Üsküdar,Asian,premium,4313,616,4751,18.1,54,45,75,7,8.25,13.25,11
2020-07,Üsküdar,Asian,premium,4090,584,4623,17.2,154,55,21,7,8.25,13.25,14
2020-08,Üsküdar,Asian,premium,4341,620,4749,18.2,175,77,19,7,8.25,13.25,14
2020-09,Üsküdar,Asian,premium,4162,595,4423,17.5,78,16,105,7,8.25,13.25,14
2020-10,Üsküdar,Asian,premium,5745,766,6293,24.1,72,12,62,7.5,10.25,15.25,14
2020-11,Üsküdar,Asian,premium,5770,769,6278,24.2,143,78,109,7.5,10.25,15.25,14
2020-12,Üsküdar,Asian,premium,5628,750,6143,23.6,76,77,24,7.5,10.25,15.25,14
2021-01,Üsküdar,Asian,premium,7955,1061,8762,33.4,177,20,108,7.5,17,22,19.5
2021-02,Üsküdar,Asian,premium,8091,1079,8881,34,27,76,99,7.5,17,22,19.5
2021-03,Üsküdar,Asian,premium,7873,1050,8771,33.1,105,45,47,7.5,17,22,19.5
2021-04,Üsküdar,Asian,premium,7634,898,8623,32.1,88,60,47,8.5,19,24,19.5
2021-05,Üsküdar,Asian,premium,7580,892,8271,31.8,149,48,83,8.5,19,24,19.5
2021-06,Üsküdar,Asian,premium,8023,944,8915,33.7,94,41,117,8.5,19,24,19.5
2021-07,Üsküdar,Asian,premium,11520,1355,12091,48.4,160,49,98,8.5,19,24,19.5
2021-08,Üsküdar,Asian,premium,11071,1302,12384,46.5,133,35,88,8.5,19,24,19.5
2021-09,Üsküdar,Asian,premium,11172,1314,12455,46.9,145,37,14,8.5,19,24,19.5
2021-10,Üsküdar,Asian,premium,12173,1107,13530,51.1,142,72,85,11,14,19,54
2021-11,Üsküdar,Asian,premium,11472,1043,12653,48.2,133,60,48,11,14,19,54
2021-12,Üsküdar,Asian,premium,11281,1026,12227,47.4,42,76,17,11,14,19,54
2022-01,Üsküdar,Asian,premium,22742,1568,25272,95.5,58,68,13,14.5,14,19,54
2022-02,Üsküdar,Asian,premium,22269,1536,23723,93.5,87,65,65,14.5,14,19,54
2022-03,Üsküdar,Asian,premium,22406,1545,23841,94.1,104,6,106,14.5,14,19,54
2022-04,Üsküdar,Asian,premium,22391,1317,24561,94,104,47,90,17,14,19,80
2022-05,Üsküdar,Asian,premium,22809,1342,26591,95.8,126,65,119,17,14,19,80
2022-06,Üsküdar,Asian,premium,22528,1325,25427,94.6,76,49,20,17,14,19,80
2022-07,Üsküdar,Asian,premium,34711,2042,38353,145.8,24,55,45,17,12,17,80
2022-08,Üsküdar,Asian,premium,33908,1995,37077,142.4,127,62,81,17,12,17,80
2022-09,Üsküdar,Asian,premium,36826,2166,40344,154.7,105,32,51,17,12,17,80
2022-10,Üsküdar,Asian,premium,35154,1880,39830,147.6,105,40,32,18.7,9,14,64
2022-11,Üsküdar,Asian,premium,34438,1842,37849,144.6,168,66,73,18.7,9,14,64
2022-12,Üsküdar,Asian,premium,36467,1950,40619,153.2,40,30,84,18.7,9,14,64
2023-01,Üsküdar,Asian,premium,48579,2313,53083,204,132,26,109,21,8.5,13.5,39
2023-02,Üsküdar,Asian,premium,47219,2249,52561,198.3,176,79,36,21,8.5,13.5,39
2023-03,Üsküdar,Asian,premium,48443,2307,54868,203.5,18,18,75,21,8.5,13.5,39
2023-04,Üsküdar,Asian,premium,47542,2264,51616,199.7,74,28,90,21,8.5,13.5,39
2023-05,Üsküdar,Asian,premium,47533,2263,50390,199.6,134,15,26,21,8.5,13.5,39
2023-06,Üsküdar,Asian,premium,49118,2339,52130,206.3,17,6,50,21,8.5,13.5,39
2023-07,Üsküdar,Asian,premium,61578,2324,66891,258.6,120,7,80,26.5,25,30,65
2023-08,Üsküdar,Asian,premium,60264,2274,64393,253.1,38,46,72,26.5,25,30,65
2023-09,Üsküdar,Asian,premium,63702,2404,69685,267.5,31,41,29,26.5,25,30,65
2023-10,Üsküdar,Asian,premium,61038,2105,65343,256.4,15,42,43,29,42.5,47.5,65
2023-11,Üsküdar,Asian,premium,59725,2059,67062,250.8,150,31,43,29,42.5,47.5,65
2023-12,Üsküdar,Asian,premium,60260,2078,64574,253.1,150,47,14,29,42.5,47.5,65
2024-01,Üsküdar,Asian,premium,69126,2160,72558,290.3,119,29,15,32,50,55,75
2024-02,Üsküdar,Asian,premium,66682,2084,74790,280.1,19,53,76,32,50,55,75
2024-03,Üsküdar,Asian,premium,72530,2267,78508,304.6,160,66,22,32,50,55,75
2024-04,Üsküdar,Asian,premium,70269,2196,76844,295.1,147,21,68,32,50,55,75
2024-05,Üsküdar,Asian,premium,69677,2177,75781,292.6,55,7,27,32,50,55,75
2024-06,Üsküdar,Asian,premium,69617,2176,76804,292.4,68,36,97,32,50,55,75
2024-07,Üsküdar,Asian,premium,75846,2231,82968,318.6,118,75,39,34,50,55,49
2024-08,Üsküdar,Asian,premium,71261,2096,77184,299.3,145,21,98,34,50,55,49
2024-09,Üsküdar,Asian,premium,75154,2210,82214,315.6,159,30,108,34,50,55,49
2024-10,Üsküdar,Asian,premium,75478,2220,80062,317,96,71,30,34,50,55,49
2024-11,Üsküdar,Asian,premium,77261,2272,84270,324.5,129,76,86,34,50,55,49
2024-12,Üsküdar,Asian,premium,71809,2112,78431,301.6,134,9,18,34,50,55,49
2025-01,Üsküdar,Asian,premium,81264,2257,90316,341.3,48,61,78,36,47.5,52.5,36
2025-02,Üsküdar,Asian,premium,85315,2370,93871,358.3,55,24,46,36,47.5,52.5,36
2025-03,Üsküdar,Asian,premium,80414,2234,87457,337.7,110,64,58,36,47.5,52.5,36
2025-04,Üsküdar,Asian,premium,78855,2190,86113,331.2,123,51,108,36,47.5,52.5,36
2025-05,Üsküdar,Asian,premium,74654,2074,82168,313.5,169,56,18,36,47.5,52.5,36
2025-06,Üsküdar,Asian,premium,79287,2202,86300,333,168,52,70,36,47.5,52.5,36
2025-07,Üsküdar,Asian,premium,82247,2253,88645,345.4,97,48,111,36.5,45,50,30
2025-08,Üsküdar,Asian,premium,83429,2286,91816,350.4,172,74,39,36.5,45,50,30
2025-09,Üsküdar,Asian,premium,86919,2381,93240,365.1,80,77,55,36.5,45,50,30
2025-10,Üsküdar,Asian,premium,82930,2272,89863,348.3,126,29,101,36.5,45,50,30
2025-11,Üsküdar,Asian,premium,86773,2377,94372,364.4,134,31,74,36.5,45,50,30
2025-12,Üsküdar,Asian,premium,83539,2289,93958,350.9,179,51,117,36.5,45,50,30
2026-01,Üsküdar,Asian,premium,83222,2280,89968,349.5,82,19,116,36.5,45,50,30
2026-02,Üsküdar,Asian,premium,84573,2317,92978,355.2,148,14,47,36.5,45,50,30
2026-03,Üsküdar,Asian,premium,83474,2287,93157,350.6,22,55,84,36.5,45,50,30
2026-04,Üsküdar,Asian,premium,83697,2293,94072,351.5,138,34,88,36.5,45,50,30
2020-01,Acıbadem,Asian,premium,4177,674,4577,17.5,63,15,68,6.2,10.75,15.75,11
2020-02,Acıbadem,Asian,premium,3968,640,4457,16.7,52,21,69,6.2,10.75,15.75,11
2020-03,Acıbadem,Asian,premium,4009,647,4103,16.8,70,45,36,6.2,10.75,15.75,11
2020-04,Acıbadem,Asian,premium,4923,703,5439,20.7,115,58,27,7,8.25,13.25,11
2020-05,Acıbadem,Asian,premium,4863,695,5445,20.4,157,73,67,7,8.25,13.25,11
2020-06,Acıbadem,Asian,premium,4775,682,5195,20.1,56,45,35,7,8.25,13.25,11
2020-07,Acıbadem,Asian,premium,4826,689,5251,20.3,26,31,88,7,8.25,13.25,14
2020-08,Acıbadem,Asian,premium,4923,703,5459,20.7,138,37,40,7,8.25,13.25,14
2020-09,Acıbadem,Asian,premium,4727,675,4945,19.9,18,28,48,7,8.25,13.25,14
2020-10,Acıbadem,Asian,premium,6484,865,6984,27.2,94,32,71,7.5,10.25,15.25,14
2020-11,Acıbadem,Asian,premium,6778,904,7565,28.5,45,75,10,7.5,10.25,15.25,14
2020-12,Acıbadem,Asian,premium,6322,843,6869,26.6,44,53,42,7.5,10.25,15.25,14
2021-01,Acıbadem,Asian,premium,8991,1199,9707,37.8,105,53,13,7.5,17,22,19.5
2021-02,Acıbadem,Asian,premium,8692,1159,9428,36.5,145,10,21,7.5,17,22,19.5
2021-03,Acıbadem,Asian,premium,8930,1191,9420,37.5,154,19,65,7.5,17,22,19.5
2021-04,Acıbadem,Asian,premium,8706,1024,9601,36.6,178,10,37,8.5,19,24,19.5
2021-05,Acıbadem,Asian,premium,8637,1016,9462,36.3,100,75,116,8.5,19,24,19.5
2021-06,Acıbadem,Asian,premium,9263,1090,10233,38.9,127,44,57,8.5,19,24,19.5
2021-07,Acıbadem,Asian,premium,13594,1599,14579,57.1,113,8,65,8.5,19,24,19.5
2021-08,Acıbadem,Asian,premium,12803,1506,14320,53.8,16,27,59,8.5,19,24,19.5
2021-09,Acıbadem,Asian,premium,13054,1536,14288,54.8,159,49,30,8.5,19,24,19.5
2021-10,Acıbadem,Asian,premium,13299,1209,14682,55.9,35,55,42,11,14,19,54
2021-11,Acıbadem,Asian,premium,12891,1172,14569,54.1,108,21,32,11,14,19,54
2021-12,Acıbadem,Asian,premium,12948,1177,14745,54.4,157,77,37,11,14,19,54
2022-01,Acıbadem,Asian,premium,25572,1764,27393,107.4,129,28,51,14.5,14,19,54
2022-02,Acıbadem,Asian,premium,26201,1807,29513,110,100,66,31,14.5,14,19,54
2022-03,Acıbadem,Asian,premium,25299,1745,28292,106.3,75,52,98,14.5,14,19,54
2022-04,Acıbadem,Asian,premium,24872,1463,27000,104.5,164,30,35,17,14,19,80
2022-05,Acıbadem,Asian,premium,25097,1476,27271,105.4,148,27,112,17,14,19,80
2022-06,Acıbadem,Asian,premium,25660,1509,27422,107.8,97,26,30,17,14,19,80
2022-07,Acıbadem,Asian,premium,40326,2372,45952,169.4,85,46,92,17,12,17,80
2022-08,Acıbadem,Asian,premium,41735,2455,46190,175.3,18,62,58,17,12,17,80
2022-09,Acıbadem,Asian,premium,41006,2412,44483,172.2,52,60,63,17,12,17,80
2022-10,Acıbadem,Asian,premium,40933,2189,46285,171.9,92,76,109,18.7,9,14,64
2022-11,Acıbadem,Asian,premium,39884,2133,44862,167.5,62,42,103,18.7,9,14,64
2022-12,Acıbadem,Asian,premium,41982,2245,47806,176.3,39,21,36,18.7,9,14,64
2023-01,Acıbadem,Asian,premium,52227,2487,59951,219.4,82,26,54,21,8.5,13.5,39
2023-02,Acıbadem,Asian,premium,57261,2727,63007,240.5,93,78,19,21,8.5,13.5,39
2023-03,Acıbadem,Asian,premium,55452,2641,60074,232.9,23,42,58,21,8.5,13.5,39
2023-04,Acıbadem,Asian,premium,55012,2620,62999,231.1,110,38,93,21,8.5,13.5,39
2023-05,Acıbadem,Asian,premium,55909,2662,60274,234.8,179,43,105,21,8.5,13.5,39
2023-06,Acıbadem,Asian,premium,55894,2662,59600,234.8,86,56,77,21,8.5,13.5,39
2023-07,Acıbadem,Asian,premium,68527,2586,77541,287.8,143,32,25,26.5,25,30,65
2023-08,Acıbadem,Asian,premium,68252,2576,73379,286.7,44,39,54,26.5,25,30,65
2023-09,Acıbadem,Asian,premium,68375,2580,73756,287.2,17,54,80,26.5,25,30,65
2023-10,Acıbadem,Asian,premium,68824,2373,77512,289.1,99,24,84,29,42.5,47.5,65
2023-11,Acıbadem,Asian,premium,65657,2264,75244,275.8,131,63,75,29,42.5,47.5,65
2023-12,Acıbadem,Asian,premium,69935,2412,76693,293.7,127,48,24,29,42.5,47.5,65
2024-01,Acıbadem,Asian,premium,78462,2452,87241,329.5,170,45,78,32,50,55,75
2024-02,Acıbadem,Asian,premium,79812,2494,88490,335.2,156,60,29,32,50,55,75
2024-03,Acıbadem,Asian,premium,82883,2590,91829,348.1,138,5,22,32,50,55,75
2024-04,Acıbadem,Asian,premium,78809,2463,87158,331,70,43,38,32,50,55,75
2024-05,Acıbadem,Asian,premium,79319,2479,88298,333.1,172,22,60,32,50,55,75
2024-06,Acıbadem,Asian,premium,76489,2390,82385,321.3,105,9,58,32,50,55,75
2024-07,Acıbadem,Asian,premium,84005,2471,90319,352.8,76,10,105,34,50,55,49
2024-08,Acıbadem,Asian,premium,85881,2526,91264,360.7,142,71,81,34,50,55,49
2024-09,Acıbadem,Asian,premium,79907,2350,90621,335.6,48,79,112,34,50,55,49
2024-10,Acıbadem,Asian,premium,87856,2584,99986,369,127,26,110,34,50,55,49
2024-11,Acıbadem,Asian,premium,85959,2528,98290,361,80,37,39,34,50,55,49
2024-12,Acıbadem,Asian,premium,85290,2509,96068,358.2,64,68,78,34,50,55,49
2025-01,Acıbadem,Asian,premium,90954,2527,99777,382,29,6,50,36,47.5,52.5,36
2025-02,Acıbadem,Asian,premium,92938,2582,106332,390.3,162,68,27,36,47.5,52.5,36
2025-03,Acıbadem,Asian,premium,93052,2585,100078,390.8,59,45,38,36,47.5,52.5,36
2025-04,Acıbadem,Asian,premium,89517,2487,96416,376,165,76,89,36,47.5,52.5,36
2025-05,Acıbadem,Asian,premium,92775,2577,101977,389.7,80,44,38,36,47.5,52.5,36
2025-06,Acıbadem,Asian,premium,91563,2543,104646,384.6,35,26,28,36,47.5,52.5,36
2025-07,Acıbadem,Asian,premium,95287,2611,106663,400.2,130,54,41,36.5,45,50,30
2025-08,Acıbadem,Asian,premium,100287,2748,109971,421.2,164,78,106,36.5,45,50,30
2025-09,Acıbadem,Asian,premium,94693,2594,104299,397.7,113,32,16,36.5,45,50,30
2025-10,Acıbadem,Asian,premium,94662,2593,105883,397.6,82,35,61,36.5,45,50,30
2025-11,Acıbadem,Asian,premium,97873,2681,106938,411.1,89,67,119,36.5,45,50,30
2025-12,Acıbadem,Asian,premium,100881,2764,104856,423.7,118,13,68,36.5,45,50,30
2026-01,Acıbadem,Asian,premium,101059,2769,111986,424.4,162,32,110,36.5,45,50,30
2026-02,Acıbadem,Asian,premium,98905,2710,111577,415.4,71,8,46,36.5,45,50,30
2026-03,Acıbadem,Asian,premium,93301,2556,105972,391.9,42,61,91,36.5,45,50,30
2026-04,Acıbadem,Asian,premium,97592,2674,107464,409.9,97,37,10,36.5,45,50,30
2020-01,Göztepe,Asian,premium,4201,678,4535,17.6,134,35,116,6.2,10.75,15.75,11
2020-02,Göztepe,Asian,premium,4303,694,4688,18.1,146,21,53,6.2,10.75,15.75,11
2020-03,Göztepe,Asian,premium,4315,696,5059,18.1,117,23,52,6.2,10.75,15.75,11
2020-04,Göztepe,Asian,premium,4978,711,5393,20.9,43,49,73,7,8.25,13.25,11
2020-05,Göztepe,Asian,premium,5032,719,5660,21.1,179,22,69,7,8.25,13.25,11
2020-06,Göztepe,Asian,premium,5169,738,5618,21.7,167,10,26,7,8.25,13.25,11
2020-07,Göztepe,Asian,premium,5049,721,5717,21.2,146,15,43,7,8.25,13.25,14
2020-08,Göztepe,Asian,premium,4984,712,5473,20.9,119,41,64,7,8.25,13.25,14
2020-09,Göztepe,Asian,premium,5185,741,5564,21.8,34,29,99,7,8.25,13.25,14
2020-10,Göztepe,Asian,premium,6908,921,7892,29,29,78,50,7.5,10.25,15.25,14
2020-11,Göztepe,Asian,premium,7007,934,7421,29.4,87,51,97,7.5,10.25,15.25,14
2020-12,Göztepe,Asian,premium,6816,909,7521,28.6,124,62,60,7.5,10.25,15.25,14
2021-01,Göztepe,Asian,premium,9046,1206,9559,38,145,55,108,7.5,17,22,19.5
2021-02,Göztepe,Asian,premium,9288,1238,10250,39,171,61,42,7.5,17,22,19.5
2021-03,Göztepe,Asian,premium,9247,1233,10265,38.8,84,54,77,7.5,17,22,19.5
2021-04,Göztepe,Asian,premium,9429,1109,10557,39.6,134,29,36,8.5,19,24,19.5
2021-05,Göztepe,Asian,premium,9343,1099,10007,39.2,109,77,69,8.5,19,24,19.5
2021-06,Göztepe,Asian,premium,9719,1143,10563,40.8,42,76,63,8.5,19,24,19.5
2021-07,Göztepe,Asian,premium,13322,1567,14167,56,50,36,107,8.5,19,24,19.5
2021-08,Göztepe,Asian,premium,13841,1628,14415,58.1,147,49,42,8.5,19,24,19.5
2021-09,Göztepe,Asian,premium,13075,1538,14707,54.9,88,40,85,8.5,19,24,19.5
2021-10,Göztepe,Asian,premium,13494,1227,15152,56.7,131,21,101,11,14,19,54
2021-11,Göztepe,Asian,premium,13361,1215,15431,56.1,153,67,113,11,14,19,54
2021-12,Göztepe,Asian,premium,13515,1229,14569,56.8,29,34,37,11,14,19,54
2022-01,Göztepe,Asian,premium,27415,1891,29638,115.1,113,49,21,14.5,14,19,54
2022-02,Göztepe,Asian,premium,27539,1899,30061,115.7,153,60,58,14.5,14,19,54
2022-03,Göztepe,Asian,premium,26662,1839,29997,112,141,63,109,14.5,14,19,54
2022-04,Göztepe,Asian,premium,27244,1603,30479,114.4,74,45,57,17,14,19,80
2022-05,Göztepe,Asian,premium,27857,1639,28950,117,163,44,79,17,14,19,80
2022-06,Göztepe,Asian,premium,27204,1600,29113,114.3,47,43,31,17,14,19,80
2022-07,Göztepe,Asian,premium,43019,2531,48324,180.7,158,62,36,17,12,17,80
2022-08,Göztepe,Asian,premium,42929,2525,46635,180.3,138,5,115,17,12,17,80
2022-09,Göztepe,Asian,premium,44209,2601,47186,185.7,108,13,119,17,12,17,80
2022-10,Göztepe,Asian,premium,42147,2254,45920,177,102,54,49,18.7,9,14,64
2022-11,Göztepe,Asian,premium,44382,2373,49973,186.4,21,42,21,18.7,9,14,64
2022-12,Göztepe,Asian,premium,42133,2253,47148,177,21,43,56,18.7,9,14,64
2023-01,Göztepe,Asian,premium,58897,2805,65865,247.4,178,68,44,21,8.5,13.5,39
2023-02,Göztepe,Asian,premium,59434,2830,65928,249.6,84,77,47,21,8.5,13.5,39
2023-03,Göztepe,Asian,premium,58068,2765,64969,243.9,54,48,21,21,8.5,13.5,39
2023-04,Göztepe,Asian,premium,56233,2678,61675,236.2,23,41,38,21,8.5,13.5,39
2023-05,Göztepe,Asian,premium,56660,2698,61211,238,101,62,19,21,8.5,13.5,39
2023-06,Göztepe,Asian,premium,58524,2787,66935,245.8,109,63,48,21,8.5,13.5,39
2023-07,Göztepe,Asian,premium,74244,2802,79956,311.8,95,77,113,26.5,25,30,65
2023-08,Göztepe,Asian,premium,71066,2682,78060,298.5,117,12,117,26.5,25,30,65
2023-09,Göztepe,Asian,premium,74706,2819,82133,313.8,178,48,65,26.5,25,30,65
2023-10,Göztepe,Asian,premium,74297,2562,81274,312,77,69,45,29,42.5,47.5,65
2023-11,Göztepe,Asian,premium,73607,2538,80965,309.2,109,35,21,29,42.5,47.5,65
2023-12,Göztepe,Asian,premium,72907,2514,80397,306.2,82,46,119,29,42.5,47.5,65
2024-01,Göztepe,Asian,premium,81258,2539,92035,341.3,67,66,18,32,50,55,75
2024-02,Göztepe,Asian,premium,80926,2529,89498,339.9,150,62,116,32,50,55,75
2024-03,Göztepe,Asian,premium,85487,2671,92746,359,126,6,97,32,50,55,75
2024-04,Göztepe,Asian,premium,82751,2586,92860,347.6,130,71,12,32,50,55,75
2024-05,Göztepe,Asian,premium,83350,2605,90625,350.1,100,27,36,32,50,55,75
2024-06,Göztepe,Asian,premium,83245,2601,93068,349.6,60,7,44,32,50,55,75
2024-07,Göztepe,Asian,premium,90716,2668,98805,381,148,71,30,34,50,55,49
2024-08,Göztepe,Asian,premium,91992,2706,102575,386.4,89,65,58,34,50,55,49
2024-09,Göztepe,Asian,premium,91008,2677,95774,382.2,89,75,33,34,50,55,49
2024-10,Göztepe,Asian,premium,91083,2679,98832,382.5,68,57,21,34,50,55,49
2024-11,Göztepe,Asian,premium,90157,2652,97966,378.7,51,38,92,34,50,55,49
